show_id,zone,house_type,area_sqft,bedrooms,bathrooms,building_age,road_width_m,distance_to_center_km,has_garden,has_parking,furnished,date_listed,year_listed,price_npr,price_per_sqft,nearest_landmark,description
H01946,Itahari-20,Bungalow,1565,3,3,10,8.0,3.49,0,1,Unfurnished,2023-12-18,2023,28878082,18452,Itahari Buspark,"Spacious Bungalow with 3 bedrooms and 3 bathrooms, nearby Itahari Buspark."
H01947,Itahari-12,Villa,2196,6,4,11,13.7,2.32,1,0,Semi-Furnished,2018-12-26,2018,63414362,28877,Bhairahawa Road,"Modern Villa with parking and garden, excellent investment for Itahari locals."
H01948,Itahari-4,Flat,261,1,1,8,5.1,1.08,0,1,Furnished,2014-09-18,2014,3391738,12995,Bhairahawa Road,"Well-connected property in Itahari-4, 261 sqft, 8 years old. Ideal for families."
H01949,Itahari-15,Duplex,843,2,1,16,2.5,2.45,1,1,Unfurnished,2016-01-25,2016,9056899,10743,Sukrabare,"Well-connected property in Itahari-15, 843 sqft, 16 years old. Ideal for families."
H01950,Itahari-20,Villa,1115,2,1,31,2.4,2.83,0,0,Unfurnished,2025-05-08,2025,18051610,16189,Itahari Buspark,"Well-connected property in Itahari-20, 1115 sqft, 31 years old. Ideal for families."
H01951,Itahari-1,RCC,1238,2,1,0,8.7,4.87,0,1,Unfurnished,2014-07-13,2014,11343545,9162,Itahari Buspark,RCC located near main road with easy access to amenities and schools.
H01952,Itahari-11,RCC,1305,2,2,1,8.8,2.37,1,1,Unfurnished,2014-08-12,2014,9579650,7340,G.P. Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H01953,Itahari-13,Bungalow,859,1,1,18,6.0,3.61,1,1,Unfurnished,2013-08-31,2013,9577779,11149,Sukrabare,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H01954,Itahari-11,Duplex,1448,3,2,22,8.5,2.3,0,1,Unfurnished,2024-04-22,2024,16876843,11655,Itahari Buspark,Duplex located near main road with easy access to amenities and schools.
H01955,Itahari-5,Flat,875,1,1,1,6.1,2.5,0,0,Semi-Furnished,2013-12-26,2013,6369514,7279,Bhairahawa Road,Flat located near main road with easy access to amenities and schools.
H01956,Itahari-11,Flat,2046,6,5,15,4.1,5.9,0,1,Unfurnished,2017-07-19,2017,11955320,5843,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H01957,Itahari-17,Flat,1542,4,4,11,10.8,3.91,0,1,Semi-Furnished,2016-08-22,2016,15624186,10132,Itahari Buspark,"Well-connected property in Itahari-17, 1542 sqft, 11 years old. Ideal for families."
H01958,Itahari-14,RCC,1198,4,3,15,6.8,0.29,0,0,Unfurnished,2018-07-12,2018,12845736,10722,Itahari Buspark,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H01959,Itahari-15,Flat,2195,6,5,2,6.7,2.87,1,0,Unfurnished,2019-02-07,2019,22326339,10171,Shohini Chowk,"Well-connected property in Itahari-15, 2195 sqft, 2 years old. Ideal for families."
H01960,Itahari-15,Flat,1612,3,3,20,15.3,5.72,1,0,Unfurnished,2017-07-23,2017,13250097,8219,G.P. Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H01961,Itahari-10,Flat,1277,4,3,11,8.7,4.88,0,1,Unfurnished,2011-07-28,2011,11655200,9127,Itahari Buspark,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H01962,Itahari-15,Flat,1182,3,2,15,3.6,1.67,0,0,Furnished,2019-01-21,2019,10323349,8733,Sukrabare,Flat located near main road with easy access to amenities and schools.
H01963,Itahari-8,RCC,1612,4,3,5,8.3,4.53,0,1,Unfurnished,2010-08-29,2010,18119598,11240,Bhairahawa Road,"Spacious RCC with 4 bedrooms and 3 bathrooms, nearby Bhairahawa Road."
H01964,Itahari-15,Bungalow,1323,4,4,3,2.7,7.66,0,1,Unfurnished,2020-10-04,2020,14307212,10814,Itahari Buspark,"Spacious Bungalow with 4 bedrooms and 4 bathrooms, nearby Itahari Buspark."
H01965,Itahari-2,Villa,1302,4,3,8,6.8,3.82,0,1,Unfurnished,2023-08-04,2023,50492402,38780,G.P. Chowk,Villa located near main road with easy access to amenities and schools.
H01966,Itahari-4,Bungalow,786,2,1,24,10.7,3.09,0,1,Unfurnished,2019-12-01,2019,9677145,12311,Sukrabare,Bungalow located near main road with easy access to amenities and schools.
H01967,Itahari-13,Flat,2032,5,4,9,7.0,3.91,1,0,Unfurnished,2023-02-07,2023,46907277,23084,Sukrabare,"Well-connected property in Itahari-13, 2032 sqft, 9 years old. Ideal for families."
H01968,Itahari-12,Bungalow,1700,3,3,18,15.0,8.48,0,1,Semi-Furnished,2011-02-14,2011,15404501,9061,Sukrabare,"Well-connected property in Itahari-12, 1700 sqft, 18 years old. Ideal for families."
H01969,Itahari-4,RCC,322,2,2,0,7.8,7.69,0,1,Unfurnished,2016-10-27,2016,3711588,11526,Shohini Chowk,RCC located near main road with easy access to amenities and schools.
H01970,Itahari-4,Flat,1452,3,3,9,6.3,6.13,0,1,Unfurnished,2014-09-19,2014,13476152,9281,Shohini Chowk,"Spacious Flat with 3 bedrooms and 3 bathrooms, nearby Shohini Chowk."
H01971,Itahari-7,Bungalow,1017,2,1,10,4.3,7.52,0,1,Unfurnished,2011-04-17,2011,4695162,4616,Sukrabare,"Well-connected property in Itahari-7, 1017 sqft, 10 years old. Ideal for families."
H01972,Itahari-16,RCC,2366,5,4,1,9.1,0.27,0,1,Unfurnished,2016-01-06,2016,27348485,11558,Shohini Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H01973,Itahari-19,RCC,2590,7,5,17,9.1,1.72,0,1,Furnished,2013-11-06,2013,23343997,9013,G.P. Chowk,RCC located near main road with easy access to amenities and schools.
H01974,Itahari-13,Bungalow,3361,9,5,3,15.0,3.75,1,0,Unfurnished,2021-04-24,2021,99759330,29681,Shohini Chowk,"Spacious Bungalow with 9 bedrooms and 5 bathrooms, nearby Shohini Chowk."
H01975,Itahari-15,Villa,1325,3,2,22,3.5,5.46,0,1,Unfurnished,2017-05-17,2017,11921433,8997,Bhairahawa Road,Villa located near main road with easy access to amenities and schools.
H01976,Itahari-19,Duplex,1414,4,4,6,3.7,4.41,0,1,Furnished,2017-05-06,2017,19123129,13524,Itahari Buspark,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H01977,Itahari-16,Bungalow,1560,4,4,18,7.9,4.24,0,1,Unfurnished,2024-10-19,2024,22471959,14405,Shohini Chowk,Bungalow located near main road with easy access to amenities and schools.
H01978,Itahari-19,Flat,1258,3,2,27,5.2,3.77,0,1,Semi-Furnished,2015-03-21,2015,9770439,7766,Shohini Chowk,"Spacious Flat with 3 bedrooms and 2 bathrooms, nearby Shohini Chowk."
H01979,Itahari-17,Villa,1988,6,6,15,3.0,3.92,0,1,Semi-Furnished,2022-04-22,2022,32944485,16571,Shohini Chowk,"Spacious Villa with 6 bedrooms and 6 bathrooms, nearby Shohini Chowk."
H01980,Itahari-1,Bungalow,2221,6,4,14,6.4,3.05,0,1,Semi-Furnished,2015-06-13,2015,24531410,11045,Itahari Buspark,"Spacious Bungalow with 6 bedrooms and 4 bathrooms, nearby Itahari Buspark."
H01981,Itahari-7,Flat,1103,3,2,16,14.7,1.93,0,1,Furnished,2013-11-06,2013,7048023,6389,Bhairahawa Road,"Spacious Flat with 3 bedrooms and 2 bathrooms, nearby Bhairahawa Road."
H01982,Itahari-15,Villa,1320,4,3,13,4.9,4.33,0,0,Furnished,2023-10-22,2023,21349817,16174,Sukrabare,"Modern Villa with parking and garden, excellent investment for Itahari locals."
H01983,Itahari-14,Bungalow,1444,3,3,8,4.7,3.3,0,0,Unfurnished,2011-08-03,2011,10808525,7485,Itahari Buspark,"Well-connected property in Itahari-14, 1444 sqft, 8 years old. Ideal for families."
H01984,Itahari-8,Bungalow,1332,2,2,22,4.1,7.21,0,1,Unfurnished,2019-12-07,2019,24249910,18205,Sukrabare,"Spacious Bungalow with 2 bedrooms and 2 bathrooms, nearby Sukrabare."
H01985,Itahari-17,Villa,1008,2,2,2,5.2,2.87,0,1,Unfurnished,2023-09-27,2023,26779842,26567,Itahari Buspark,"Modern Villa with parking and garden, excellent investment for Itahari locals."
H01986,Itahari-4,Bungalow,644,2,1,16,2.8,3.38,0,1,Semi-Furnished,2023-05-15,2023,11126469,17277,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H01987,Itahari-10,Villa,929,1,1,3,6.8,5.55,1,1,Unfurnished,2019-05-06,2019,24067387,25906,Bhairahawa Road,"Modern Villa with parking and garden, excellent investment for Itahari locals."
H01988,Itahari-14,Duplex,1852,4,3,18,2.7,2.45,0,1,Semi-Furnished,2020-12-07,2020,18799367,10150,Shohini Chowk,"Spacious Duplex with 4 bedrooms and 3 bathrooms, nearby Shohini Chowk."
H01989,Itahari-10,Flat,877,2,1,10,3.8,3.1,1,1,Unfurnished,2018-09-05,2018,11508881,13123,Bhairahawa Road,"Well-connected property in Itahari-10, 877 sqft, 10 years old. Ideal for families."
H01990,Itahari-17,Bungalow,598,2,2,19,4.0,0.61,0,1,Semi-Furnished,2021-03-07,2021,8977110,15011,G.P. Chowk,Bungalow located near main road with easy access to amenities and schools.
H01991,Itahari-17,Bungalow,746,3,3,11,7.0,4.57,0,1,Semi-Furnished,2019-09-27,2019,10140018,13592,Shohini Chowk,"Well-connected property in Itahari-17, 746 sqft, 11 years old. Ideal for families."
H01992,Itahari-14,Bungalow,1776,4,4,10,5.5,4.53,0,1,Semi-Furnished,2013-12-29,2013,11008600,6198,Itahari Buspark,Bungalow located near main road with easy access to amenities and schools.
H01993,Itahari-1,Duplex,1031,2,1,16,9.7,5.82,0,0,Furnished,2016-03-12,2016,13029176,12637,Shohini Chowk,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H01994,Itahari-15,Villa,1261,3,3,11,14.6,2.62,0,1,Unfurnished,2016-07-14,2016,16259852,12894,Bhairahawa Road,"Spacious Villa with 3 bedrooms and 3 bathrooms, nearby Bhairahawa Road."
H01995,Itahari-2,Flat,675,3,2,21,7.9,5.35,0,1,Unfurnished,2018-05-10,2018,9720358,14400,Itahari Buspark,Flat located near main road with easy access to amenities and schools.
H01996,Itahari-6,Bungalow,2095,4,4,8,6.9,3.57,1,1,Unfurnished,2018-12-02,2018,23573432,11252,Shohini Chowk,"Spacious Bungalow with 4 bedrooms and 4 bathrooms, nearby Shohini Chowk."
H01997,Itahari-19,Villa,1848,5,4,10,5.5,6.72,0,1,Unfurnished,2024-08-16,2024,29330186,15871,G.P. Chowk,"Spacious Villa with 5 bedrooms and 4 bathrooms, nearby G.P. Chowk."
H01998,Itahari-17,Flat,1322,3,2,2,14.8,0.94,1,0,Unfurnished,2014-02-25,2014,16383196,12392,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H01999,Itahari-18,Flat,1234,3,2,19,3.1,2.32,0,1,Unfurnished,2023-01-31,2023,18847294,15273,G.P. Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H02000,Itahari-5,RCC,1793,4,3,15,5.4,3.55,1,1,Unfurnished,2012-04-18,2012,11057839,6167,Shohini Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H02001,Itahari-9,Villa,1694,3,3,15,1.7,2.02,0,1,Unfurnished,2023-02-26,2023,41025198,24217,Sukrabare,"Spacious Villa with 3 bedrooms and 3 bathrooms, nearby Sukrabare."
H02002,Itahari-9,Bungalow,1007,2,2,2,8.1,3.72,0,1,Furnished,2019-04-09,2019,17327617,17207,Shohini Chowk,"Well-connected property in Itahari-9, 1007 sqft, 2 years old. Ideal for families."
H02003,Itahari-2,RCC,256,1,1,13,7.2,3.77,0,1,Semi-Furnished,2012-04-07,2012,3516705,13737,Itahari Buspark,"Spacious RCC with 1 bedrooms and 1 bathrooms, nearby Itahari Buspark."
H02004,Itahari-10,Flat,2055,4,3,7,7.9,0.29,0,1,Unfurnished,2021-09-01,2021,40415264,19666,Sukrabare,"Spacious Flat with 4 bedrooms and 3 bathrooms, nearby Sukrabare."
H02005,Itahari-15,Duplex,1200,3,2,1,12.3,3.56,1,1,Unfurnished,2017-03-29,2017,14490439,12075,G.P. Chowk,Duplex located near main road with easy access to amenities and schools.
H02006,Itahari-15,RCC,1532,4,2,7,8.4,7.06,0,1,Unfurnished,2015-12-22,2015,9810437,6403,Itahari Buspark,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H02007,Itahari-6,Villa,514,1,1,9,5.7,2.81,0,1,Unfurnished,2020-09-17,2020,7500136,14591,G.P. Chowk,Villa located near main road with easy access to amenities and schools.
H02008,Itahari-9,Flat,256,1,1,7,5.8,5.41,1,1,Unfurnished,2022-01-04,2022,4041094,15785,G.P. Chowk,"Well-connected property in Itahari-9, 256 sqft, 7 years old. Ideal for families."
H02009,Itahari-7,Flat,1469,4,2,13,15.6,0.13,0,1,Semi-Furnished,2024-05-05,2024,18759928,12770,Sukrabare,"Spacious Flat with 4 bedrooms and 2 bathrooms, nearby Sukrabare."
H02010,Itahari-14,Flat,1190,3,2,26,7.6,6.32,0,1,Semi-Furnished,2020-02-05,2020,8264725,6945,G.P. Chowk,"Well-connected property in Itahari-14, 1190 sqft, 26 years old. Ideal for families."
H02011,Itahari-10,Flat,1466,5,5,14,9.1,4.06,1,1,Semi-Furnished,2015-12-08,2015,15767962,10755,Shohini Chowk,"Well-connected property in Itahari-10, 1466 sqft, 14 years old. Ideal for families."
H02012,Itahari-8,Flat,1399,2,2,16,6.6,3.03,1,1,Unfurnished,2025-07-30,2025,28401244,20301,Itahari Buspark,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H02013,Itahari-8,RCC,1385,4,3,14,9.3,0.91,0,1,Semi-Furnished,2019-03-23,2019,37485364,27065,G.P. Chowk,"Spacious RCC with 4 bedrooms and 3 bathrooms, nearby G.P. Chowk."
H02014,Itahari-3,Flat,1515,4,3,11,3.7,3.31,1,1,Semi-Furnished,2012-10-29,2012,15796306,10426,G.P. Chowk,"Well-connected property in Itahari-3, 1515 sqft, 11 years old. Ideal for families."
H02015,Itahari-15,Duplex,658,2,1,11,3.6,7.16,0,1,Unfurnished,2010-03-03,2010,2908301,4419,Shohini Chowk,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H02016,Itahari-8,Duplex,1522,5,4,32,4.4,3.94,0,1,Semi-Furnished,2022-04-29,2022,28549716,18758,Shohini Chowk,Duplex located near main road with easy access to amenities and schools.
H02017,Itahari-4,Flat,1175,4,4,19,3.6,4.9,0,1,Furnished,2019-03-05,2019,11677966,9938,Itahari Buspark,"Well-connected property in Itahari-4, 1175 sqft, 19 years old. Ideal for families."
H02018,Itahari-14,RCC,1651,4,3,24,12.1,2.61,0,1,Unfurnished,2019-10-08,2019,15853147,9602,Itahari Buspark,"Spacious RCC with 4 bedrooms and 3 bathrooms, nearby Itahari Buspark."
H02019,Itahari-3,Flat,1058,4,3,12,3.9,0.35,0,1,Semi-Furnished,2010-06-27,2010,12082310,11419,Bhairahawa Road,"Spacious Flat with 4 bedrooms and 3 bathrooms, nearby Bhairahawa Road."
H02020,Itahari-3,RCC,1469,3,2,17,7.2,1.72,0,1,Unfurnished,2018-03-07,2018,26188056,17827,Shohini Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H02021,Itahari-17,Flat,1351,3,3,3,6.8,3.16,0,1,Semi-Furnished,2024-04-22,2024,28084984,20788,Bhairahawa Road,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H02022,Itahari-4,Flat,534,1,1,6,14.6,3.88,1,1,Furnished,2014-05-31,2014,6118370,11457,Bhairahawa Road,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H02023,Itahari-5,Flat,1557,3,2,14,3.9,1.39,0,1,Semi-Furnished,2021-09-12,2021,19269073,12375,Bhairahawa Road,"Spacious Flat with 3 bedrooms and 2 bathrooms, nearby Bhairahawa Road."
H02024,Itahari-2,Flat,1291,2,1,14,15.3,6.23,1,1,Unfurnished,2013-02-11,2013,18097298,14018,Shohini Chowk,Flat located near main road with easy access to amenities and schools.
H02025,Itahari-8,RCC,1944,4,4,0,6.5,3.31,0,0,Semi-Furnished,2012-08-16,2012,23449107,12062,G.P. Chowk,"Well-connected property in Itahari-8, 1944 sqft, 0 years old. Ideal for families."
H02026,Itahari-8,Flat,530,1,1,14,2.6,5.81,1,1,Furnished,2010-04-10,2010,4355439,8217,G.P. Chowk,"Well-connected property in Itahari-8, 530 sqft, 14 years old. Ideal for families."
H02027,Itahari-15,RCC,1450,4,2,5,3.0,3.74,1,1,Unfurnished,2020-02-21,2020,18131132,12504,Shohini Chowk,"Well-connected property in Itahari-15, 1450 sqft, 5 years old. Ideal for families."
H02028,Itahari-4,Bungalow,1030,4,3,13,15.9,3.63,0,1,Unfurnished,2013-03-29,2013,13377303,12987,Shohini Chowk,"Well-connected property in Itahari-4, 1030 sqft, 13 years old. Ideal for families."
H02029,Itahari-1,Flat,870,3,3,9,2.6,4.65,0,1,Unfurnished,2012-11-24,2012,6333055,7279,G.P. Chowk,"Spacious Flat with 3 bedrooms and 3 bathrooms, nearby G.P. Chowk."
H02030,Itahari-2,Bungalow,881,2,2,5,10.8,7.5,0,1,Unfurnished,2013-07-08,2013,11955927,13570,Shohini Chowk,Bungalow located near main road with easy access to amenities and schools.
H02031,Itahari-4,Duplex,1566,5,4,6,5.5,1.53,0,0,Semi-Furnished,2018-06-09,2018,55196453,17752,Sukrabare,"Well-connected property in Itahari-4, 1566 sqft, 6 years old. Ideal for families."
H02032,Itahari-16,Bungalow,1735,3,2,12,5.8,0.74,1,1,Unfurnished,2012-07-18,2012,14776901,8516,G.P. Chowk,"Spacious Bungalow with 3 bedrooms and 2 bathrooms, nearby G.P. Chowk."
H02033,Itahari-8,RCC,1943,5,4,13,7.8,2.17,1,1,Unfurnished,2025-10-06,2025,57296666,29488,Bhairahawa Road,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H02034,Itahari-1,Bungalow,1346,3,2,11,10.1,1.8,1,1,Unfurnished,2019-06-28,2019,19755536,14677,Bhairahawa Road,"Spacious Bungalow with 3 bedrooms and 2 bathrooms, nearby Bhairahawa Road."
H02035,Itahari-14,RCC,712,2,1,3,4.9,4.75,0,0,Semi-Furnished,2018-07-23,2018,5922080,8317,G.P. Chowk,RCC located near main road with easy access to amenities and schools.
H02036,Itahari-3,Bungalow,314,1,1,5,2.6,6.86,0,1,Semi-Furnished,2019-10-12,2019,5062974,16124,Sukrabare,"Spacious Bungalow with 1 bedrooms and 1 bathrooms, nearby Sukrabare."
H02037,Itahari-18,Flat,1434,3,2,15,5.2,6.93,0,1,Semi-Furnished,2024-08-10,2024,20413247,14235,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H02038,Itahari-13,Duplex,2386,6,4,4,8.2,1.13,0,1,Unfurnished,2025-04-01,2025,83416705,34960,Itahari Buspark,Duplex located near main road with easy access to amenities and schools.
H02039,Itahari-8,Flat,494,1,1,3,10.7,8.29,0,1,Unfurnished,2017-06-21,2017,6649636,13460,Itahari Buspark,"Spacious Flat with 1 bedrooms and 1 bathrooms, nearby Itahari Buspark."
H02040,Itahari-11,Flat,1540,5,4,12,14.5,1.19,1,1,Semi-Furnished,2014-04-30,2014,11855684,7698,Shohini Chowk,Flat located near main road with easy access to amenities and schools.
H02041,Itahari-18,RCC,1447,3,3,16,11.6,7.07,0,1,Unfurnished,2024-03-03,2024,27054540,18696,Itahari Buspark,"Well-connected property in Itahari-18, 1447 sqft, 16 years old. Ideal for families."
H02042,Itahari-10,Villa,1163,3,3,16,9.1,2.36,0,1,Unfurnished,2015-05-13,2015,18796750,16162,G.P. Chowk,"Spacious Villa with 3 bedrooms and 3 bathrooms, nearby G.P. Chowk."
H02043,Itahari-15,Flat,1088,3,2,6,8.2,4.84,1,1,Unfurnished,2012-03-26,2012,7032394,6463,Bhairahawa Road,Flat located near main road with easy access to amenities and schools.
H02044,Itahari-11,Flat,371,1,1,0,8.9,0.5,1,1,Unfurnished,2010-03-06,2010,2040619,5500,Bhairahawa Road,Flat located near main road with easy access to amenities and schools.
H02045,Itahari-4,Duplex,1319,4,2,4,15.7,5.45,0,1,Unfurnished,2024-03-26,2024,37333156,28304,Itahari Buspark,Duplex located near main road with easy access to amenities and schools.
H02046,Itahari-14,Flat,1315,2,1,5,4.4,4.05,0,1,Furnished,2023-01-29,2023,17916838,13624,Bhairahawa Road,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H02047,Itahari-13,Flat,2074,4,3,27,10.2,2.08,0,1,Unfurnished,2016-02-13,2016,27472685,13246,Sukrabare,Flat located near main road with easy access to amenities and schools.
H02048,Itahari-5,Flat,2414,7,5,1,15.2,7.85,0,1,Unfurnished,2019-10-19,2019,21419893,8873,Itahari Buspark,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H02049,Itahari-1,Flat,341,1,1,11,15.6,3.91,0,1,Unfurnished,2014-09-05,2014,4050272,11877,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H02050,Itahari-9,Bungalow,1846,5,3,5,7.2,2.26,0,1,Semi-Furnished,2018-06-28,2018,30272451,16398,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H02051,Itahari-14,RCC,682,2,1,19,11.3,3.67,0,1,Unfurnished,2012-12-04,2012,4698264,6888,G.P. Chowk,"Spacious RCC with 2 bedrooms and 1 bathrooms, nearby G.P. Chowk."
H02052,Itahari-5,Bungalow,1091,3,2,1,12.3,2.65,0,1,Unfurnished,2013-12-17,2013,7613251,6978,Sukrabare,Bungalow located near main road with easy access to amenities and schools.
H02053,Itahari-8,Duplex,1443,5,4,21,8.3,3.72,0,1,Furnished,2020-03-06,2020,30849211,21378,Itahari Buspark,"Well-connected property in Itahari-8, 1443 sqft, 21 years old. Ideal for families."
H02054,Itahari-8,Duplex,1874,5,3,6,11.8,1.2,0,1,Semi-Furnished,2013-01-30,2013,30925995,16502,Sukrabare,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H02055,Itahari-19,Bungalow,713,3,3,10,12.7,4.83,0,0,Unfurnished,2025-07-02,2025,13628537,19114,Bhairahawa Road,"Well-connected property in Itahari-19, 713 sqft, 10 years old. Ideal for families."
H02056,Itahari-10,Bungalow,1761,5,4,3,9.5,3.78,0,1,Furnished,2016-07-25,2016,30425948,17277,G.P. Chowk,"Well-connected property in Itahari-10, 1761 sqft, 3 years old. Ideal for families."
H02057,Itahari-10,Flat,1846,6,6,18,10.3,5.08,1,1,Furnished,2024-04-21,2024,42816924,23194,G.P. Chowk,"Well-connected property in Itahari-10, 1846 sqft, 18 years old. Ideal for families."
H02058,Itahari-6,Bungalow,2084,6,4,11,12.2,4.67,0,1,Unfurnished,2021-08-08,2021,26752605,12837,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H02059,Itahari-16,Flat,1867,4,2,4,6.6,1.18,0,0,Unfurnished,2022-11-08,2022,20706408,11090,Bhairahawa Road,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H02060,Itahari-12,Flat,1616,5,4,13,12.0,4.61,1,1,Unfurnished,2015-10-14,2015,20275075,12546,Bhairahawa Road,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H02061,Itahari-18,Flat,1252,4,3,6,10.6,0.53,0,0,Unfurnished,2013-10-26,2013,13450232,10742,Itahari Buspark,"Spacious Flat with 4 bedrooms and 3 bathrooms, nearby Itahari Buspark."
H02062,Itahari-10,Flat,2320,7,4,20,14.4,3.59,0,1,Furnished,2020-09-21,2020,37050995,15970,Sukrabare,Flat located near main road with easy access to amenities and schools.
H02063,Itahari-1,Bungalow,1250,2,1,13,4.3,3.13,0,0,Semi-Furnished,2022-11-22,2022,16971162,13576,Shohini Chowk,Bungalow located near main road with easy access to amenities and schools.
H02064,Itahari-6,RCC,1624,3,2,9,14.6,3.61,0,1,Unfurnished,2011-03-14,2011,13129328,8084,Itahari Buspark,"Well-connected property in Itahari-6, 1624 sqft, 9 years old. Ideal for families."
H02065,Itahari-14,Bungalow,662,2,1,25,9.1,0.82,0,1,Unfurnished,2015-11-27,2015,6804163,10278,Itahari Buspark,Bungalow located near main road with easy access to amenities and schools.
H02066,Itahari-9,Flat,747,1,1,9,15.0,4.08,1,1,Unfurnished,2010-03-11,2010,7177083,9607,Sukrabare,"Spacious Flat with 1 bedrooms and 1 bathrooms, nearby Sukrabare."
H02067,Itahari-13,Bungalow,1797,5,5,2,6.7,2.27,0,1,Unfurnished,2020-06-02,2020,43952237,24458,Bhairahawa Road,"Spacious Bungalow with 5 bedrooms and 5 bathrooms, nearby Bhairahawa Road."
H02068,Itahari-4,Flat,2353,6,6,25,4.1,2.13,0,0,Unfurnished,2013-04-13,2013,17922375,7616,Sukrabare,"Well-connected property in Itahari-4, 2353 sqft, 25 years old. Ideal for families."
H02069,Itahari-7,RCC,1698,5,4,19,10.1,3.33,0,1,Furnished,2023-12-14,2023,19800383,11661,Bhairahawa Road,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H02070,Itahari-3,Flat,1683,4,2,3,7.2,1.8,1,1,Semi-Furnished,2012-01-29,2012,19724818,11720,Itahari Buspark,"Well-connected property in Itahari-3, 1683 sqft, 3 years old. Ideal for families."
H02071,Itahari-13,RCC,2588,5,3,11,9.1,3.3,0,1,Semi-Furnished,2016-07-01,2016,39247200,15165,Itahari Buspark,"Well-connected property in Itahari-13, 2588 sqft, 11 years old. Ideal for families."
H02072,Itahari-8,Duplex,2064,5,4,10,8.8,3.03,0,1,Unfurnished,2011-05-09,2011,23902753,11580,Bhairahawa Road,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H02073,Itahari-19,Duplex,993,1,1,5,2.3,3.87,0,1,Unfurnished,2015-07-09,2015,11550688,11632,Shohini Chowk,"Well-connected property in Itahari-19, 993 sqft, 5 years old. Ideal for families."
H02074,Itahari-10,RCC,294,1,1,8,7.8,2.82,0,1,Unfurnished,2015-11-16,2015,3416289,11620,Bhairahawa Road,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H02075,Itahari-20,Bungalow,1555,3,2,5,6.5,3.52,0,0,Unfurnished,2022-05-02,2022,22349148,14372,G.P. Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H02076,Itahari-14,Villa,1620,5,4,6,2.6,4.69,0,1,Furnished,2014-08-03,2014,18238000,11258,Sukrabare,"Modern Villa with parking and garden, excellent investment for Itahari locals."
H02077,Itahari-16,Flat,1744,3,2,3,6.4,1.79,0,0,Furnished,2022-09-13,2022,22322957,12799,Sukrabare,"Well-connected property in Itahari-16, 1744 sqft, 3 years old. Ideal for families."
H02078,Itahari-2,Bungalow,908,2,1,0,12.4,4.75,0,0,Unfurnished,2010-12-09,2010,11463189,12624,Shohini Chowk,"Spacious Bungalow with 2 bedrooms and 1 bathrooms, nearby Shohini Chowk."
H02079,Itahari-1,Flat,1484,5,5,17,15.7,1.76,1,1,Furnished,2020-04-02,2020,26582147,17912,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H02080,Itahari-13,Flat,2440,7,6,9,3.6,0.8,1,0,Unfurnished,2012-08-19,2012,31498346,12909,G.P. Chowk,"Well-connected property in Itahari-13, 2440 sqft, 9 years old. Ideal for families."
H02081,Itahari-12,RCC,377,2,2,17,11.5,2.54,0,1,Unfurnished,2012-07-05,2012,5225861,13861,Bhairahawa Road,RCC located near main road with easy access to amenities and schools.
H02082,Itahari-10,Duplex,1746,4,2,16,8.0,5.94,1,1,Unfurnished,2011-12-21,2011,18231180,10441,Sukrabare,Duplex located near main road with easy access to amenities and schools.
